provider_family,model_name,model_id,sample_index,sample_id,extracted_persona_rows,yes_count,selection_status,selected_persona_id,names
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,10,mistralai__Mistral_7B_Instruct_v0_2__sample_010,3,1,selected,P3,"Amira Al-Said, Ravi Patel, Maria Gonzalez"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,11,mistralai__Mistral_7B_Instruct_v0_2__sample_011,3,1,selected,P3,"Amira Al-Sadiq, Ravi Patel, Aisha Nguyen"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,12,mistralai__Mistral_7B_Instruct_v0_2__sample_012,3,1,selected,P2,"Amira Al-Said (Female, Ravi Patel (Male, Aisha Sánchez (Female"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,13,mistralai__Mistral_7B_Instruct_v0_2__sample_013,3,1,selected,P3,"Amira Al-Sadiq (Female, Ravi Gupta (Male, Maria Sánchez (Female"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,14,mistralai__Mistral_7B_Instruct_v0_2__sample_014,3,1,selected,P3,"Amira Al-Said, Ravi Gupta, Maria Rodriguez"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,15,mistralai__Mistral_7B_Instruct_v0_2__sample_015,3,0,ambiguous,,"Amira Al-Said (Female, José García (Male, Aisha Ahmed (Female"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,16,mistralai__Mistral_7B_Instruct_v0_2__sample_016,3,1,selected,P3,"Amira Al-Said, Rajesh Patel, Maria Gonzalez"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,17,mistralai__Mistral_7B_Instruct_v0_2__sample_017,3,1,selected,P3,"Amira Al-Sadiq, Rajesh Patel, Aisha Al-Mansoori"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,18,mistralai__Mistral_7B_Instruct_v0_2__sample_018,3,1,selected,P2,"Amira Al-Said, Ravi Patel, Aisha Ibrahim"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,19,mistralai__Mistral_7B_Instruct_v0_2__sample_019,3,1,selected,P2,"Amira Al-Saadi, Rajesh Patel, Maria Garcia"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,20,mistralai__Mistral_7B_Instruct_v0_2__sample_020,3,1,selected,P3,"Nima Ahmadi (28 years old, Rajesh Patel (35 years old, Aisha Al-Saud (42 years old"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,21,mistralai__Mistral_7B_Instruct_v0_2__sample_021,3,1,selected,P1,"Aisha Ahmed, Carlos Rodriguez, Fatima Al-Sayed"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,22,mistralai__Mistral_7B_Instruct_v0_2__sample_022,3,1,selected,P3,"Amira Al-Mansour, Rajesh Patel, Sofia Garcia"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,23,mistralai__Mistral_7B_Instruct_v0_2__sample_023,3,1,selected,P2,"Amira Al-Said (Female, Carlos Mendoza (Male, Sanaa Patel (Female"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,24,mistralai__Mistral_7B_Instruct_v0_2__sample_024,3,0,ambiguous,,"Amira Al-Said (Middle Eastern, Ravi Patel (Indian, Maria Rodriguez (Mexican"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,25,mistralai__Mistral_7B_Instruct_v0_2__sample_025,3,0,ambiguous,,"Aisha Al-Said (28 years old, Sang-Min Lee (35 years old, Isabella Garcia (42 years old"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,26,mistralai__Mistral_7B_Instruct_v0_2__sample_026,3,1,selected,P3,"Amira Al-Said, Rajesh Patel, Aisha Mohammad"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,27,mistralai__Mistral_7B_Instruct_v0_2__sample_027,3,1,selected,P3,"Nima Sahni (28, Omar Al-Khateeb (35, Aisha Rodriguez (22"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,28,mistralai__Mistral_7B_Instruct_v0_2__sample_028,3,1,selected,P3,"Amira Al-Mansour, Diego Rodriguez, Aisha Patel"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,29,mistralai__Mistral_7B_Instruct_v0_2__sample_029,3,1,selected,P3,"Aisha Patel (Indian origin, Ahmed Al-Saidi (Middle Eastern origin, Maria Rodriguez (Latina origin"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,30,mistralai__Mistral_7B_Instruct_v0_2__sample_030,3,1,selected,P3,"Amira Al-Said (Female, Rajesh Patel (Male, Aisha Nguyen (Female"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,31,mistralai__Mistral_7B_Instruct_v0_2__sample_031,3,1,selected,P3,"Amira Al-Sadiq, Diego Mendoza, Mehdi Patel"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,32,mistralai__Mistral_7B_Instruct_v0_2__sample_032,3,1,selected,P3,"Amira Al-Said, Ravi Patel, Aisha Sekou"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,33,mistralai__Mistral_7B_Instruct_v0_2__sample_033,3,1,selected,P3,"Nia Morales (28, Ravi Patel (35, Mariama Diop (22"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,34,mistralai__Mistral_7B_Instruct_v0_2__sample_034,3,1,selected,P3,"Amira Al-Said (Middle Eastern, Diego Rodriguez (Hispanic, Fatima Ahmed (Asian"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,35,mistralai__Mistral_7B_Instruct_v0_2__sample_035,3,1,selected,P3,"Amira Al-Sadiq, Ravi Patel, Maria Rodriguez"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,36,mistralai__Mistral_7B_Instruct_v0_2__sample_036,3,1,selected,P3,"Amira Al-Said, Rajesh Patel, Aisha Nguyen"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,37,mistralai__Mistral_7B_Instruct_v0_2__sample_037,3,1,selected,P2,"Amira Al-Said, Rajesh Patel, Aisha Al-Farouq"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,38,mistralai__Mistral_7B_Instruct_v0_2__sample_038,3,1,selected,P3,"Aisha Patel, Omar Al-Khateeb, Maria Gonzalez"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,39,mistralai__Mistral_7B_Instruct_v0_2__sample_039,3,1,selected,P3,"Amira Al-Said (30 years old, Liam O'Connor (25 years old, Sanaa Patel (45 years old"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,40,mistralai__Mistral_7B_Instruct_v0_2__sample_040,3,1,selected,P3,"Amira Al-Said, Rajesh Patel, Aisha Mohammad"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,41,mistralai__Mistral_7B_Instruct_v0_2__sample_041,3,1,selected,P3,"Amira Al-Said, Ravi Patel, Sofia Garcia"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,42,mistralai__Mistral_7B_Instruct_v0_2__sample_042,3,1,selected,P3,"Amira Al-Sayed, Ravi Patel, Aisha Al-Saud"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,43,mistralai__Mistral_7B_Instruct_v0_2__sample_043,3,1,selected,P2,"Amira Al-Masri, Rajesh Patel, Maria Rodriguez"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,44,mistralai__Mistral_7B_Instruct_v0_2__sample_044,3,1,selected,P3,"Amira Al-Mansour, Ravi Patel, Maria Gonzalez"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,45,mistralai__Mistral_7B_Instruct_v0_2__sample_045,3,1,selected,P1,"Amira Al-Said, Ravi Gupta, Maria Rodriguez"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,46,mistralai__Mistral_7B_Instruct_v0_2__sample_046,3,1,selected,P2,"Amira Al-Said (Female, Rajesh Patel (Male, Amina Nguyen (Female"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,47,mistralai__Mistral_7B_Instruct_v0_2__sample_047,3,1,selected,P3,"Amira Al-Said, Ravi Gupta, Maria Sánchez"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,48,mistralai__Mistral_7B_Instruct_v0_2__sample_048,3,1,selected,P2,"Amira Al-Said, Javier Rodriguez, Mei Ling Chen"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,49,mistralai__Mistral_7B_Instruct_v0_2__sample_049,3,1,selected,P1,"Amira Al-Saadi, Sang-Moon Kim, Maria Fernandes"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,50,mistralai__Mistral_7B_Instruct_v0_2__sample_050,3,1,selected,P2,"Amira Al-Sayed (Egyptian, Raj Singh (Indian, Mariama Diop (Senegalese"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,51,mistralai__Mistral_7B_Instruct_v0_2__sample_051,3,1,selected,P3,"Amira Al-Said, Ravi Gupta, Aisha Nguyen"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,52,mistralai__Mistral_7B_Instruct_v0_2__sample_052,3,1,selected,P1,"Amira Al-Said, Rajesh Patel, Ayaan Ahmed"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,53,mistralai__Mistral_7B_Instruct_v0_2__sample_053,3,1,selected,P3,"Amira Al-Mansour, Ravi Patel, Aisha Sánchez"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,54,mistralai__Mistral_7B_Instruct_v0_2__sample_054,3,1,selected,P2,"Amira Al-Said (Middle Eastern, Ravi Patel (Indian, Sofia Rodriguez (Hispanic"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,55,mistralai__Mistral_7B_Instruct_v0_2__sample_055,3,1,selected,P3,"Amira Al-Sadiq, Ravi Gupta, Maria Rodriguez"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,56,mistralai__Mistral_7B_Instruct_v0_2__sample_056,3,0,ambiguous,,"Amira Al-Said (Female, Sang-Min Kim (Male, Fatima Ahmed (Female"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,57,mistralai__Mistral_7B_Instruct_v0_2__sample_057,3,1,selected,P3,"Amira Al-Sadiq, Ravi Patel, Aisha Ahmed"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,58,mistralai__Mistral_7B_Instruct_v0_2__sample_058,3,1,selected,P1,"Amira Al-Said, Ravi Patel, Aisha Sato"
Mistral,Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,59,mistralai__Mistral_7B_Instruct_v0_2__sample_059,3,1,selected,P1,"Amira Al-Said, Ravi Patel, Maria Gonzalez"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,0,mistralai__Ministral_8B_Instruct_2410__sample_000,3,1,selected,P3,"Aisha, Rajesh, Maria"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,2,mistralai__Ministral_8B_Instruct_2410__sample_002,3,1,selected,P2,"Alex Johnson, Maria Rodriguez, Rajesh Kumar"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,4,mistralai__Ministral_8B_Instruct_2410__sample_004,3,1,selected,P2,"Agent 1: Amina, Agent 2: Jian, Agent 3: Maria"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,5,mistralai__Ministral_8B_Instruct_2410__sample_005,3,1,selected,P3,"Aisha Khan, José Rodriguez, Meera Patel"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,7,mistralai__Ministral_8B_Instruct_2410__sample_007,3,1,selected,P3,"Alexei Ivanovich, Maria Martinez, Jamal Ali"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,9,mistralai__Ministral_8B_Instruct_2410__sample_009,3,1,selected,P3,"Aisha, Carlos, Mei"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,10,mistralai__Ministral_8B_Instruct_2410__sample_010,3,1,selected,P2,"Alex Johnson, Maria Rodriguez, Rahul Patel"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,11,mistralai__Ministral_8B_Instruct_2410__sample_011,3,1,selected,P1,"Aisha Patel, Juan Rodriguez, Leila Ahmed"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,13,mistralai__Ministral_8B_Instruct_2410__sample_013,3,1,selected,P1,"Amina Patel, Juan Carlos Rodriguez, Leena Kim"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,14,mistralai__Ministral_8B_Instruct_2410__sample_014,3,1,selected,P2,"Jamal Khan, Maria Rodriguez, Li Wei"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,15,mistralai__Ministral_8B_Instruct_2410__sample_015,3,1,selected,P3,"Aisha Ahmed, Maximilian Schmidt, Yasmin Lee"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,16,mistralai__Ministral_8B_Instruct_2410__sample_016,3,1,selected,P3,"Aisha, Carlos, Leena"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,18,mistralai__Ministral_8B_Instruct_2410__sample_018,3,1,selected,P1,"Amina Ahmed, Miguel Rodriguez, Liu Wei"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,19,mistralai__Ministral_8B_Instruct_2410__sample_019,3,1,selected,P2,"Amina Ahmed, Marco Rossi, Li Wei"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,20,mistralai__Ministral_8B_Instruct_2410__sample_020,3,1,selected,P2,"Aisha, Carlos, Maria"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,21,mistralai__Ministral_8B_Instruct_2410__sample_021,3,1,selected,P3,"Alexei Petrov, Meera Patel, Jamal Khan"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,24,mistralai__Ministral_8B_Instruct_2410__sample_024,3,1,selected,P1,"Aisha Patel, Luis Martinez, Meera Kumar"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,25,mistralai__Ministral_8B_Instruct_2410__sample_025,3,1,selected,P3,"Amina, Ravi, Yasmin"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,26,mistralai__Ministral_8B_Instruct_2410__sample_026,3,1,selected,P3,"Aisha Khan, Carlos Rodriguez, Mei Li"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,28,mistralai__Ministral_8B_Instruct_2410__sample_028,3,0,ambiguous,,"Ayanna Johnson, Rajesh Kumar, María López"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,29,mistralai__Ministral_8B_Instruct_2410__sample_029,3,1,selected,P2,"Aisha Patel, Jamie Kim, Carlos Martinez"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,30,mistralai__Ministral_8B_Instruct_2410__sample_030,3,1,selected,P3,"Aliyah, Rajiv, Yara"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,31,mistralai__Ministral_8B_Instruct_2410__sample_031,3,1,selected,P1,"Amina Patel, Carlos Rodriguez, Leila Ahmed"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,32,mistralai__Ministral_8B_Instruct_2410__sample_032,3,1,selected,P1,"Aisha Al-Hassan, David Kim, Rajesh Kumar"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,33,mistralai__Ministral_8B_Instruct_2410__sample_033,3,1,selected,P3,"Aisha, Alex, Carlos"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,34,mistralai__Ministral_8B_Instruct_2410__sample_034,3,1,selected,P3,"Agent 1: Aisha, Agent 2: Miguel, Agent 3: Jian"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,36,mistralai__Ministral_8B_Instruct_2410__sample_036,3,1,selected,P2,"Aisha Khan, Francisco Martinez, Yasmine Lee"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,38,mistralai__Ministral_8B_Instruct_2410__sample_038,3,1,selected,P3,"Aisha Patel, Juan Martinez, Leena Kim"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,39,mistralai__Ministral_8B_Instruct_2410__sample_039,3,1,selected,P3,"Aisha Patel, Jamal Washington, Maria Rodriguez"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,41,mistralai__Ministral_8B_Instruct_2410__sample_041,3,1,selected,P3,"Agent 1: Aisha, Agent 2: Miguel, Agent 3: Nia"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,42,mistralai__Ministral_8B_Instruct_2410__sample_042,3,1,selected,P3,"Alexei Ivanov, Aisha Khan, Carlos Rodriguez"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,43,mistralai__Ministral_8B_Instruct_2410__sample_043,3,1,selected,P2,"Alex, Maria, Rahul"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,44,mistralai__Ministral_8B_Instruct_2410__sample_044,3,1,selected,P1,"Aisha Patel, João Silva, Maria Rodriguez"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,45,mistralai__Ministral_8B_Instruct_2410__sample_045,3,1,selected,P3,"Aisha Patel, Juan Pérez, Amina Al-Sayed"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,46,mistralai__Ministral_8B_Instruct_2410__sample_046,3,1,selected,P3,"Alexei Ivanov, Layla Ahmed, José Martinez"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,49,mistralai__Ministral_8B_Instruct_2410__sample_049,3,1,selected,P2,"Alex, Nia, Jordan"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,51,mistralai__Ministral_8B_Instruct_2410__sample_051,3,1,selected,P1,"Aisha Patel, Juan Rodriguez, Li Wei"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,52,mistralai__Ministral_8B_Instruct_2410__sample_052,3,1,selected,P2,"Alex Johnson, Fatima Ahmed, Diego Rodriguez"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,53,mistralai__Ministral_8B_Instruct_2410__sample_053,3,1,selected,P1,"Aisha Patel, Muhammad Ali, Sana Khan"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,54,mistralai__Ministral_8B_Instruct_2410__sample_054,3,1,selected,P3,"Alex, Maria, Raj"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,55,mistralai__Ministral_8B_Instruct_2410__sample_055,3,1,selected,P3,"Alex Johnson, Maria Patel, Carlos Rodriguez"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,56,mistralai__Ministral_8B_Instruct_2410__sample_056,3,1,selected,P1,"Aisha Khan, Lucas Martinez, Mei Li"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,57,mistralai__Ministral_8B_Instruct_2410__sample_057,3,1,selected,P3,"Alex Johnson, María Rodríguez, Ahmed Al-Kaysi"
Mistral,Ministral-8B-Instruct-2410,mistralai/Ministral-8B-Instruct-2410,58,mistralai__Ministral_8B_Instruct_2410__sample_058,3,1,selected,P2,"Aisha Patel, Jamal Khan, Maria Rodriguez"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,3,google__gemma_2_2b_it__sample_003,3,1,selected,P1,"Amina, Daniel, Zara"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,4,google__gemma_2_2b_it__sample_004,3,1,selected,P1,"Aisha Abdul-Karim, Liam Miller, Maya Sharma"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,5,google__gemma_2_2b_it__sample_005,3,1,selected,P3,"Amina Khan, David Lee, Anya Rodriguez"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,6,google__gemma_2_2b_it__sample_006,3,1,selected,P2,"Zara Khan (24, Mark Johnson (38, Abena Owusu (26"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,7,google__gemma_2_2b_it__sample_007,3,1,selected,P1,"Yasmin Patel, Mateo Silva, Akiko Nakamura"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,8,google__gemma_2_2b_it__sample_008,3,1,selected,P1,"Aisha Khan, Kaito Sato, Amina Mohamed"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,9,google__gemma_2_2b_it__sample_009,3,1,selected,P3,"Amina ""Mimi"" Hassan, David ""Dave"" Singh, Isabela ""Izzy"" Ocampo"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,10,google__gemma_2_2b_it__sample_010,3,1,selected,P1,"Aisha Khan, Kenji Tanaka, Sarah Rodriguez"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,11,google__gemma_2_2b_it__sample_011,3,1,selected,P3,"Aaliyah Khan, Kieran O'Brien, Sofia Garcia"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,12,google__gemma_2_2b_it__sample_012,3,1,selected,P1,"Aaliyah Khan, Daniel O'Connor, Ayşe Özdemir"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,13,google__gemma_2_2b_it__sample_013,3,0,ambiguous,,"Aaliyah Khan (25, Johnathan Brown (42, Aisha Rodriguez (30"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,14,google__gemma_2_2b_it__sample_014,3,1,selected,P1,"Anya Patel, Omar Ahmed, Sarah Kim"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,15,google__gemma_2_2b_it__sample_015,3,1,selected,P3,"Maya Patel, Asif Khan, Nadia Rodriguez"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,16,google__gemma_2_2b_it__sample_016,3,1,selected,P3,"Aaliyah Khan, Omar Hassan, Nadia Perez"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,17,google__gemma_2_2b_it__sample_017,3,1,selected,P1,"Aaliyah Khan, David Chen, Amani Hussein"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,18,google__gemma_2_2b_it__sample_018,3,1,selected,P3,"Anika Patel, Zane Hassan, Kim Jae-min"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,19,google__gemma_2_2b_it__sample_019,3,1,selected,P1,"Anya Patel (28, Mark Johnson (35, Ayman Al-Amin (22"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,20,google__gemma_2_2b_it__sample_020,3,1,selected,P3,"Aisha, Marco, Aaliyah"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,21,google__gemma_2_2b_it__sample_021,3,1,selected,P3,"Anya Patel, Omar Al-Amin, Chloe O'Connor"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,22,google__gemma_2_2b_it__sample_022,3,1,selected,P3,"Amina Khan, Daniel ""Dan"" O'Connell, Ayana Rodriguez"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,23,google__gemma_2_2b_it__sample_023,3,0,ambiguous,,"Agent Amina Khan (28, Agent Ethan Roberts (35, Agent Javier Rodriguez (42"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,24,google__gemma_2_2b_it__sample_024,3,1,selected,P1,"Aisha Patel, Michael Carter, Yusuf Al-Amin"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,25,google__gemma_2_2b_it__sample_025,3,0,ambiguous,,"Agent: Amina Khan (She/Her, Agent: Ethan Jackson (He/Him, Agent: Maya Rodriguez (She/Her"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,26,google__gemma_2_2b_it__sample_026,3,0,ambiguous,,"Maya Sharma (25, Liam O'Connor (38, Aisha El-Amin (22"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,27,google__gemma_2_2b_it__sample_027,3,1,selected,P3,"Maya Patel, Daniel Kim, Anika Hassan"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,28,google__gemma_2_2b_it__sample_028,3,1,selected,P1,"Aisha Khan, Marco Santos, Ayaz Ahmed"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,29,google__gemma_2_2b_it__sample_029,3,1,selected,P1,"Aisha Khan, Javier Lopez, Amani Diallo"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,30,google__gemma_2_2b_it__sample_030,3,1,selected,P2,"Amira Khan, Liam O'Connor, Akio Sato"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,31,google__gemma_2_2b_it__sample_031,3,1,selected,P3,"Amara Singh, Omar Al-Amin, Anya Petrova"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,32,google__gemma_2_2b_it__sample_032,3,1,selected,P3,"Amina Ahmed, Kieran O'Connell, Ayana Khan"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,33,google__gemma_2_2b_it__sample_033,3,1,selected,P1,"Amina ""Amy"" Khan (24, Daniel ""Danny"" O'Connor (38, Aya Kawashima (52"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,34,google__gemma_2_2b_it__sample_034,3,1,selected,P3,"Aaliyah Ahmed, Daniel Nguyen, Aya Sumiyoshi"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,35,google__gemma_2_2b_it__sample_035,3,1,selected,P1,"Anya Patel (24, David Wilson (38, Amina El-Amin (19"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,36,google__gemma_2_2b_it__sample_036,3,1,selected,P1,"Amira Ali, James Chen, Sofia Lopez"
Google-Gemma,gemma-2-2b-it,google/gemma-2-2b-it,37,google__gemma_2_2b_it__sample_037,3,1,selected,P1,"Aisha Abdul-Karim, David Lee, Akiko Ito"
